0.00496278934212901 1.516252 
0.0149628726767124 1.948115 
0.0250639686632163 2.022970 
0.035268138837458 2.217857 
0.0455775084963193 2.549841 
0.0559942693545749 4.356178 
0.0665206823415624 4.608108 
0.0771590805466181 4.761695 
0.0879118723228799 4.982003 
0.0987815445597838 6.139101 
0.109770666135379 6.141274 
0.12088189156045 7.125360 
0.132117964827376 7.614204 
0.143481723477691 7.803695 
0.154976102903426 8.166593 
0.166604140898545 8.689774 
0.178368982478131 9.059271 
0.19027388498445 9.389391 
0.202322223500624 9.593110 
0.214517496594442 10.015410 
0.226863332416742 10.449516 
0.239363495180973 10.776174 
0.252021892052897 11.132426 
0.264842580481958 11.845679 
0.277829776008769 12.443669 
0.29098786058628 12.605710 
0.304321391455746 12.635204 
0.317835110622468 12.847006 
0.33153395498063 12.888599 
0.345423067141298 13.747926 
0.359507807023037 14.353953 
0.373793764270513 14.482448 
0.38828677157308 15.187957 
0.402992918962775 15.529241 
0.417918569179451 16.192991 
0.433070374200053 16.470738 
0.448455293039533 16.774073 
0.464080610942613 17.141404 
0.479953960098904 17.209051 
0.496083342028787 17.292851 
0.512477151804464 17.558875 
0.529144204289675 17.632119 
0.546093762603449 17.877758 
0.563335569037955 18.342315 
0.580879878688864 18.762135 
0.598737496088871 18.830579 
0.616919815172061 19.187686 
0.635438862939299 19.784038 
0.654307347243681 19.871949 
0.673538709171569 20.045348 
0.693147180559945 20.934436 
0.713147847266615 21.226757 
0.733556718897822 26.020226 
0.754390805800664 27.094521 
0.775668204247949 31.162478 
0.797408190884355 31.211722 
0.819631327669065 32.712361 
0.842359578746621 35.325843 
0.865616440910888 39.044157 
0.889427089604607 39.879831 
0.913818542728766 41.238859 
0.938819844934183 42.515517 
0.964462275547521 42.821132 
0.990779583864894 43.716334 
1.01780825625281 44.025842 
1.04558782035989 44.543755 
1.07416119280395 44.755063 
1.10357507801024 45.401367 
1.13388042750557 45.411689 
1.16513297100967 46.123552 
1.19739383322789 46.188925 
1.23073025349549 47.011111 
1.26521642956665 47.283609 
1.30093451216873 47.458082 
1.33797578384908 48.817255 
1.37644206467688 55.554801 
1.41644739929058 56.482520 
1.45812009569115 57.661904 
1.50160520763089 57.803717 
1.54706758170764 59.533086 
1.5946956306969 60.700989 
1.64470605127156 60.806482 
1.69734978475698 61.419483 
1.75291963591179 62.810268 
1.81176013593472 68.408877 
1.87428049291606 72.883718 
1.94097186741473 76.969815 
2.01243083139688 77.985765 
2.089391872533 78.919844 
2.17277348147205 80.439607 
2.26374525967778 85.218133 
2.36382871823476 98.909825 
2.47505435334499 99.143271 
2.600217496299 110.127060 
2.74331833993967 125.413736 
2.91037242460283 128.548379 
3.11104312006498 137.508032 
3.36235754834589 137.567718 
3.6988297849671 185.200839 
4.20965540873309 238.847422 
