2.193521,15698
4.335925,15630
6.233548,15432
8.097033,14927
9.852752,14927
11.484106,14927
13.220789,14927
14.893804,14801
16.650265,14801
18.299304,14801
20.268617,14801
21.824047,14801
23.520678,14801
25.282994,14801
26.944603,14801
28.594668,14801
30.278465,14801
32.062275,14801
33.790116,14801
35.689370,14801
37.349631,14801
39.067467,14801
40.943071,14801
42.654954,14801
44.343481,14801
46.136017,14801
47.878358,14801
49.692406,14801
51.509958,14801
53.216187,14801
54.947873,14801
56.744129,14801
58.444382,14801
60.310074,14801
62.205239,14801
64.112610,14801
65.828846,14801
67.678018,14801
69.611974,14801
71.429458,14801
73.236494,14801
74.996948,14801
76.583372,14801
78.399211,14801
80.320197,14801
82.226592,14801
84.220901,14801
86.152398,14801
87.783216,14801
89.460750,14801
91.506316,14801
93.170324,14797
94.983922,14797
96.744116,14755
98.526283,14755
100.219985,14755
101.921726,14755
103.651509,14755
105.428446,14755
107.418724,14755
109.468532,14755
112.042260,14755
114.599134,14755
116.832201,14755
118.725688,14755
120.366590,14755
122.102609,14755
123.887515,14755
125.818837,14755
127.692817,14755
129.439268,14755
131.575535,14755
133.825694,14755
136.454606,14755
138.804579,14755
140.560860,14755
142.295962,14755
144.153741,14755
145.943752,14755
147.587568,14755
149.432095,14755
151.186887,14755
152.958187,14755
154.650792,14755
156.441157,14755
158.316254,14755
160.404953,14755
162.360942,14755
164.301672,14755
165.997076,14755
167.933307,14755
169.671393,14755
171.497413,14755
173.394040,14755
175.317448,14755
177.222856,14755
179.183324,14755
180.851300,14755
182.541390,14755
184.268516,14755
185.900346,14755
187.576472,14755
189.304128,14755
191.161629,14755
192.975398,14755
195.439024,14755
197.458040,14755
199.391563,14755
201.774101,14755
203.620107,14742
205.804815,14742
208.848337,14742
211.474206,14742
213.215315,14742
215.059348,14742
216.723822,14742
218.403905,14742
220.098401,14742
222.311200,14742
225.071662,14742
226.927016,14742
228.734586,14742
230.458770,14742
232.022745,14742
233.860316,14742
235.946977,14742
237.747426,14742
239.851563,14742
241.683642,14742
243.484078,14742
245.485578,14742
247.605083,14742
250.051766,14742
252.313582,14742
254.442583,14742
256.543886,14742
258.524212,14742
260.684180,14742
263.011079,14742
265.764255,14742
267.831271,14742
269.800700,14742
271.681029,14742
273.635726,14742
275.649078,14742
277.542870,14742
279.459398,14742
281.533370,14742
283.602098,14742
285.548824,14742
287.464826,14742
289.312825,14742
291.083590,14742
293.045958,14742
295.006435,14742
296.861077,14742
298.770020,14742
300.967406,14742
303.103063,14742
304.952905,14742
306.886078,14742
308.782601,14742
310.689927,14742
312.676756,14742
315.022210,14742
317.320132,14742
319.861094,14742
321.582754,14742
323.728470,14742
325.522571,14742
327.608081,14742
329.884286,14742
332.029868,14742
333.739127,14742
335.525606,14742
337.406636,14742
339.189754,14742
341.067355,14742
342.984176,14742
345.178130,14742
347.362940,14742
349.204971,14742
351.169177,14742
353.163565,14742
355.037870,14742
356.959570,14742
358.861370,14742
360.923502,14742
363.171427,14742
365.455068,14742
367.765746,14742
370.309238,14742
372.473927,14742
374.472791,14742
376.588207,14742
378.509524,14742
380.646415,14742
382.477032,14742
384.710193,14742
387.026673,14742
388.793821,14742
390.789452,14742
392.723087,14742
394.753573,14742
397.112826,14742
399.373758,14742
401.399614,14742
403.456528,14742
405.663528,14742
407.898625,14742
410.229558,14742
412.317681,14742
414.461148,14742
416.459783,14742
418.880976,14742
421.346275,14742
423.573142,14742
425.694323,14742
427.669578,14742
429.579611,14742
431.350256,14742
433.613623,14742
435.812320,14742
437.616907,14742
439.382267,14742
441.490397,14742
443.678604,14742
445.521927,14742
447.519974,14742
449.536359,14742
451.373612,14742
453.600574,14742
455.432891,14742
457.130635,14742
459.358119,14742
461.405692,14742
463.370954,14742
465.359352,14742
467.700530,14742
469.485283,14742
471.232917,14742
473.012487,14742
474.800721,14742
476.582633,14742
478.944851,14742
481.357598,14742
484.004945,14742
485.932020,14742
487.878100,14742
490.490917,14742
492.547386,14742
494.888908,14742
496.738046,14742
498.574951,14742
500.580058,14742
502.625201,14742
504.643603,14742
506.355247,14742
508.068643,14742
509.912439,14742
511.833324,14742
513.918780,14742
515.928136,14742
517.715814,14742
519.840580,14742
521.984843,14742
523.901154,14742
525.713425,14742
527.612318,14742
529.488728,14742
531.464204,14742
533.511132,14742
535.483344,14742
537.466404,14742
539.509147,14742
541.493774,14742
543.484829,14742
545.459527,14742
547.494885,14742
549.732344,14742
551.549180,14742
553.536552,14742
555.423175,14742
557.438796,14742
559.178906,14742
561.057891,14742
563.059501,14742
565.098512,14742
567.123949,14742
569.062660,14742
570.957050,14742
572.904453,14742
574.799276,14742
576.600417,14742
578.624649,14742
580.688069,14742
582.595939,14742
584.516207,14742
586.455551,14742
588.387416,14742
590.408383,14742
592.223620,14742
594.117189,14742
595.991345,14742
597.890453,14742
599.940063,14742
601.989257,14742
601.989292
