43 0.000314 0.004168 0.013499 0.000842 0.000422
34 0.000159 0.003478 0.002689 0.000615 0.000293
39 0.000183 0.005169 0.002755 0.000724 0.000263
70 0.000770 0.048774 0.030248 0.002694 0.000415
71 0.000649 0.036383 0.028929 0.001237 0.000700
171 0.001871 0.092966 0.078315 0.005813 0.002052
323 0.009445 8.216426 4.828991 0.034228 0.015700
358 0.017373 15.009965 8.252048 0.040417 0.032366
403 0.020961 54.019899 25.178579 0.061876 0.020184
443 0.028805 82.566443 29.704915 0.081255 0.044541
