p43.atsp  5620 5768 5661
ftv33.atsp 1286 1683 1590
ftv38.atsp 1530 1778 1683
ft70.atsp 38673 43186 42254
ftv70.atsp 1950 2571 2359
ftv170.atsp 2755 3923 3822
rbg323.atsp 1326 1734 1490
rbg358.atsp 1163 1812 1379
rbg403.atsp 2465 3535 2637
rbg443.atsp 2720 3922 2912
