ftv33.atsp	1286	1683	1590	1590	1590	1590
ftv38.atsp	1530	1778	1683	1683	1683	1683
ftv70.atsp	1950	2571	2380	2359	2520	2520
ftv170.atsp	2755	3923	3771	3822	3882	3848
rbg323.atsp	1326	1734	1526	1490	1717	1717
rbg358.atsp	1163	1812	1438	1379	1765	1777
rbg403.atsp	2465	3535	2639	2637	3489	3497
rbg443.atsp	2720	3922	2875	2912	3844	3881

