files/ftv33.atsp 0.500000 2090.000000 2090.000000 0.002799
files/ftv33.atsp 0.500000 2073.000000 2081.500000 0.006114
files/ftv33.atsp 0.500000 1438.000000 1867.000000 0.010011
files/ftv33.atsp 0.500000 1438.000000 1868.250000 0.012596
files/ftv33.atsp 0.500000 1438.000000 1855.400000 0.016571
files/ftv33.atsp 0.500000 1438.000000 1816.166667 0.020543
files/ftv33.atsp 0.500000 1438.000000 1853.857143 0.024070
files/ftv33.atsp 0.500000 1396.000000 1796.625000 0.028655
files/ftv33.atsp 0.500000 1396.000000 1793.333333 0.031574
files/ftv33.atsp 0.500000 1396.000000 1831.400000 0.032395
files/ftv33.atsp 0.500000 1396.000000 1809.090909 0.036511
files/ftv33.atsp 0.500000 1396.000000 1790.750000 0.042278
files/ftv33.atsp 0.500000 1396.000000 1796.230769 0.046394
files/ftv33.atsp 0.500000 1396.000000 1790.714286 0.049782
files/ftv33.atsp 0.500000 1396.000000 1794.800000 0.053516
files/ftv33.atsp 0.500000 1396.000000 1783.062500 0.056072
files/ftv33.atsp 0.500000 1396.000000 1780.823529 0.059495
files/ftv33.atsp 0.500000 1396.000000 1805.611111 0.062006
files/ftv33.atsp 0.500000 1396.000000 1800.947368 0.065872
files/ftv33.atsp 0.500000 1396.000000 1794.350000 0.070685
files/ftv33.atsp 0.500000 1396.000000 1789.619048 0.074662
files/ftv33.atsp 0.500000 1396.000000 1785.863636 0.080201
files/ftv33.atsp 0.500000 1396.000000 1772.695652 0.085991
files/ftv33.atsp 0.500000 1396.000000 1774.000000 0.089500
files/ftv33.atsp 0.500000 1396.000000 1793.800000 0.092096
files/ftv33.atsp 0.500000 1396.000000 1792.615385 0.095255
files/ftv33.atsp 0.500000 1396.000000 1797.037037 0.098071
files/ftv33.atsp 0.500000 1396.000000 1796.821429 0.101674
files/ftv33.atsp 0.500000 1396.000000 1800.172414 0.105312
files/ftv33.atsp 0.500000 1396.000000 1800.333333 0.109966
files/ftv33.atsp 0.500000 1396.000000 1797.322581 0.114167
files/ftv33.atsp 0.500000 1396.000000 1792.312500 0.118162
files/ftv33.atsp 0.500000 1396.000000 1793.606061 0.121424
files/ftv33.atsp 0.500000 1396.000000 1802.323529 0.125600
files/ftv33.atsp 0.500000 1396.000000 1792.142857 0.130309
files/ftv33.atsp 0.500000 1396.000000 1788.500000 0.133360
files/ftv33.atsp 0.500000 1396.000000 1792.081081 0.135689
files/ftv33.atsp 0.500000 1396.000000 1790.342105 0.139567
files/ftv33.atsp 0.500000 1396.000000 1801.589744 0.142600
files/ftv33.atsp 0.500000 1396.000000 1805.750000 0.146248
files/ftv33.atsp 0.500000 1396.000000 1809.073171 0.148227
files/ftv33.atsp 0.500000 1396.000000 1811.452381 0.152203
files/ftv33.atsp 0.500000 1396.000000 1806.627907 0.156423
files/ftv33.atsp 0.500000 1396.000000 1801.636364 0.159465
files/ftv33.atsp 0.500000 1396.000000 1800.133333 0.163597
files/ftv33.atsp 0.500000 1396.000000 1807.847826 0.167230
files/ftv33.atsp 0.500000 1396.000000 1812.106383 0.170093
files/ftv33.atsp 0.500000 1396.000000 1812.500000 0.174053
files/ftv33.atsp 0.500000 1396.000000 1815.163265 0.178350
files/ftv33.atsp 0.500000 1396.000000 1815.860000 0.182129
files/ftv33.atsp 0.500000 1396.000000 1815.039216 0.185313
files/ftv33.atsp 0.500000 1396.000000 1814.750000 0.188696
files/ftv33.atsp 0.500000 1396.000000 1814.000000 0.193032
files/ftv33.atsp 0.500000 1396.000000 1813.888889 0.197476
files/ftv33.atsp 0.500000 1396.000000 1813.018182 0.200733
files/ftv33.atsp 0.500000 1396.000000 1808.607143 0.209444
files/ftv33.atsp 0.500000 1396.000000 1803.719298 0.213824
files/ftv33.atsp 0.500000 1396.000000 1807.275862 0.216385
files/ftv33.atsp 0.500000 1396.000000 1803.152542 0.221714
files/ftv33.atsp 0.500000 1396.000000 1804.216667 0.224883
files/ftv33.atsp 0.500000 1396.000000 1803.196721 0.229039
files/ftv33.atsp 0.500000 1396.000000 1810.935484 0.233102
files/ftv33.atsp 0.500000 1396.000000 1816.809524 0.236246
files/ftv33.atsp 0.500000 1396.000000 1812.843750 0.239560
files/ftv33.atsp 0.500000 1396.000000 1812.876923 0.243092
files/ftv33.atsp 0.500000 1396.000000 1812.242424 0.247544
files/ftv33.atsp 0.500000 1396.000000 1812.283582 0.250722
files/ftv33.atsp 0.500000 1396.000000 1815.411765 0.254096
files/ftv33.atsp 0.500000 1396.000000 1815.507246 0.257371
files/ftv33.atsp 0.500000 1396.000000 1819.085714 0.261431
files/ftv33.atsp 0.500000 1396.000000 1816.154930 0.267696
files/ftv33.atsp 0.500000 1396.000000 1817.833333 0.270897
files/ftv33.atsp 0.500000 1396.000000 1816.109589 0.272901
